Address,Country ,State,City,New customer records
"Burke, VA",US,VA,Burke,7
"Lynchburg, VA",US,VA,Lynchburg,7
"Largo, FL",US,FL,Largo,7
"Severn, MD",US,MD,Severn,7
"Cranston, RI",US,RI,Cranston,7
"Georgetown, KY",US,KY,Georgetown,7
"Homewood, IL",US,IL,Homewood,7
"Hemet, CA",US,CA,Hemet,7
"ElCerrito, CA",US,CA,ElCerrito,7
"Lutz, FL",US,FL,Lutz,7
"Roanoke, TX",US,TX,Roanoke,7
"ElCajon, CA",US,CA,ElCajon,7
"Morristown, NJ",US,NJ,Morristown,7
"LongBeach, NY",US,NY,LongBeach,7
"Poway, CA",US,CA,Poway,7
"Crofton, MD",US,MD,Crofton,7
"Needham, MA",US,MA,Needham,7
"Clifton, NJ",US,NJ,Clifton,7
"RioRancho, NM",US,NM,RioRancho,7
"Sanford, FL",US,FL,Sanford,7
"NewCanaan, CT",US,CT,NewCanaan,7
"Canton, MI",US,MI,Canton,7
"PalmBay, FL",US,FL,PalmBay,7
"Ontario, CA",US,CA,Ontario,7
"Richmond, CA",US,CA,Richmond,7
"OrangePark, FL",US,FL,OrangePark,7
"Odessa, TX",US,TX,Odessa,7
"Pensacola, FL",US,FL,Pensacola,7
"Tustin, CA",US,CA,Tustin,7
"Youngstown, OH",US,OH,Youngstown,7
"Plainfield, NJ",US,NJ,Plainfield,7
"TomsRiver, NJ",US,NJ,TomsRiver,7
"Pacifica, CA",US,CA,Pacifica,7
"Westport, CT",US,CT,Westport,7
"Kenosha, WI",US,WI,Kenosha,7
"Bend, OR",US,OR,Bend,7
"Germantown, TN",US,TN,Germantown,7
"Hamden, CT",US,CT,Hamden,7
"ChinoHills, CA",US,CA,ChinoHills,7
"Mansfield, TX",US,TX,Mansfield,7
"Carmichael, CA",US,CA,Carmichael,7
"Ottawa, ON",CA,ON,Ottawa,7
"Plymouth, MI",US,MI,Plymouth,7
"LaMesa, CA",US,CA,LaMesa,7
"Medford, MA",US,MA,Medford,7
"Brentwood, CA",US,CA,Brentwood,7
"LaMirada, CA",US,CA,LaMirada,7
"Salem, MA",US,MA,Salem,7
"Norwalk, CA",US,CA,Norwalk,7
"Ellenwood, GA",US,GA,Ellenwood,7
"Campbell, CA",US,CA,Campbell,7
"Lorton, VA",US,VA,Lorton,7
"Scarsdale, NY",US,NY,Scarsdale,7
"Northville, MI",US,MI,Northville,7
"Eagle, ID",US,ID,Eagle,7
"Lafayette, LA",US,LA,Lafayette,7
"Natick, MA",US,MA,Natick,7
"Oviedo, FL",US,FL,Oviedo,7
"Newnan, GA",US,GA,Newnan,7
"Wellesley, MA",US,MA,Wellesley,7
"Florissant, MO",US,MO,Florissant,7
"BayShore, NY",US,NY,BayShore,7
"Georgetown, TX",US,TX,Georgetown,7
"Canton, GA",US,GA,Canton,7
"Bear, DE",US,DE,Bear,7
"Southlake, TX",US,TX,Southlake,7
"Monterey, CA",US,CA,Monterey,7
"PlayadelRey, CA",US,CA,PlayadelRey,6
"InverGroveHeights, MN",US,MN,InverGroveHeights,6
"Morrisville, NC",US,NC,Morrisville,6
"Springfield, IL",US,IL,Springfield,6
"TheWoodlands, TX",US,TX,TheWoodlands,6
"SanJuanCapistrano, CA",US,CA,SanJuanCapistrano,6
"NiagaraFalls, NY",US,NY,NiagaraFalls,6
"FountainValley, CA",US,CA,FountainValley,6
"Glastonbury, CT",US,CT,Glastonbury,6
"Wallingford, CT",US,CT,Wallingford,6
"MercerIsland, WA",US,WA,MercerIsland,6
"NorthRichlandHills, TX",US,TX,NorthRichlandHills,6
"VestaviaHills, AL",US,AL,VestaviaHills,6
"WestNewYork, NJ",US,NJ,WestNewYork,6
"Libertyville, IL",US,IL,Libertyville,6
"SouthPasadena, CA",US,CA,SouthPasadena,6
"LewisCenter, OH",US,OH,LewisCenter,6
"Stockbridge, GA",US,GA,Stockbridge,6
"Simpsonville, SC",US,SC,Simpsonville,6
"CrystalLake, IL",US,IL,CrystalLake,6
"NorthBrunswick, NJ",US,NJ,NorthBrunswick,6
"HallandaleBeach, FL",US,FL,HallandaleBeach,6
"LagunaBeach, CA",US,CA,LagunaBeach,6
"HaciendaHeights, CA",US,CA,HaciendaHeights,6
"Chesterfield, MO",US,MO,Chesterfield,6
"FairfaxStation, VA",US,VA,FairfaxStation,6
"SterlingHeights, MI",US,MI,SterlingHeights,6
"NorthCharleston, SC",US,SC,NorthCharleston,6
"JohnsIsland, SC",US,SC,JohnsIsland,6
"Haddonfield, NJ",US,NJ,Haddonfield,6
"ScotchPlains, NJ",US,NJ,ScotchPlains,6
"FuquayVarina, NC",US,NC,FuquayVarina,6
"NorthBergen, NJ",US,NJ,NorthBergen,6
"QueensVillage, NY",US,NY,QueensVillage,6
"Carpinteria, CA",US,CA,Carpinteria,6
"Hendersonville, TN",US,TN,Hendersonville,6
"Gainesville, VA",US,VA,Gainesville,6
"CollegePark, MD",US,MD,CollegePark,6
"GardenGrove, CA",US,CA,GardenGrove,6
"LakewoodRanch, FL",US,FL,LakewoodRanch,6
"LosGatos, CA",US,CA,LosGatos,6
"RegoPark, NY",US,NY,RegoPark,6
"Olney, MD",US,MD,Olney,6
"Hilliard, OH",US,OH,Hilliard,6
"OakPark, CA",US,CA,OakPark,6
"WestCovina, CA",US,CA,WestCovina,6
"Missoula, MT",US,MT,Missoula,6
"Wilmette, IL",US,IL,Wilmette,6
"Martinez, CA",US,CA,Martinez,6
"Westbury, NY",US,NY,Westbury,6
"Aldie, VA",US,VA,Aldie,6
"Humble, TX",US,TX,Humble,6
"Grapevine, TX",US,TX,Grapevine,6
"Marshfield, MA",US,MA,Marshfield,6
"Tumwater, WA",US,WA,Tumwater,6
"Hartford, CT",US,CT,Hartford,6
"Lisle, IL",US,IL,Lisle,6
"Waco, TX",US,TX,Waco,6
"Athens, GA",US,GA,Athens,6
"Rowlett, TX",US,TX,Rowlett,6
"Lincoln, CA",US,CA,Lincoln,6
"Riverdale, GA",US,GA,Riverdale,6
"Moorpark, CA",US,CA,Moorpark,6
"PhenixCity, AL",US,AL,PhenixCity,6
"Covington, GA",US,GA,Covington,6
"Greenwood, IN",US,IN,Greenwood,6
"Hialeah, FL",US,FL,Hialeah,6
"Woodridge, IL",US,IL,Woodridge,6
"Havertown, PA",US,PA,Havertown,6
"DeLand, FL",US,FL,DeLand,6
"Sudbury, MA",US,MA,Sudbury,6
"Toledo, OH",US,OH,Toledo,6
"NewLenox, IL",US,IL,NewLenox,6
"Duluth, MN",US,MN,Duluth,6
"FondduLac, WI",US,WI,FondduLac,6
"CedarGrove, NJ",US,NJ,CedarGrove,6
"Burlingame, CA",US,CA,Burlingame,6
"SanAnselmo, CA",US,CA,SanAnselmo,6
"PonteVedra, FL",US,FL,PonteVedra,6
"Madison, MS",US,MS,Madison,6
"Mableton, GA",US,GA,Mableton,6
"Berwyn, IL",US,IL,Berwyn,6
"Lewiston, NY",US,NY,Lewiston,6
"Goodyear, AZ",US,AZ,Goodyear,6
"Rogers, AR",US,AR,Rogers,6
"Smithtown, NY",US,NY,Smithtown,6
"Normal, IL",US,IL,Normal,6
"Columbia, TN",US,TN,Columbia,6
"Estero, FL",US,FL,Estero,6
"Hutto, TX",US,TX,Hutto,6
"Auburn, AL",US,AL,Auburn,6
"GlenEllyn, IL",US,IL,GlenEllyn,6
"Ewing, NJ",US,NJ,Ewing,6
"Ithaca, NY",US,NY,Ithaca,6
"Davenport, FL",US,FL,Davenport,6
"Lexington, MA",US,MA,Lexington,6
"GlenAllen, VA",US,VA,GlenAllen,6
"Ocoee, FL",US,FL,Ocoee,6
"SanJuan, PR",US,PR,SanJuan,6
"Annandale, VA",US,VA,Annandale,6
"Palatine, IL",US,IL,Palatine,6
"Delaware, OH",US,OH,Delaware,6
"Concord, NC",US,NC,Concord,6
"KewGardens, NY",US,NY,KewGardens,6
"LakeWorth, FL",US,FL,LakeWorth,6
"Rye, NY",US,NY,Rye,6
"Woodside, NY",US,NY,Woodside,6
"Pottstown, PA",US,PA,Pottstown,6
"Westland, MI",US,MI,Westland,6
"Blythewood, SC",US,SC,Blythewood,6
"Prospect, KY",US,KY,Prospect,6
"Erie, CO",US,CO,Erie,6
"Calgary, AB",CA,AB,Calgary,6
"Penfield, NY",US,NY,Penfield,6
"QueenCreek, AZ",US,AZ,QueenCreek,6
"Mahopac, NY",US,NY,Mahopac,6
"Chatsworth, CA",US,CA,Chatsworth,6
"Parma, OH",US,OH,Parma,6
"Davis, CA",US,CA,Davis,6
"Surrey, BC",CA,BC,Surrey,6
"Encinitas, CA",US,CA,Encinitas,6
"Huntington, NY",US,NY,Huntington,6
"SanBruno, CA",US,CA,SanBruno,6
"Covina, CA",US,CA,Covina,6
"Rockford, IL",US,IL,Rockford,6
"Hinsdale, IL",US,IL,Hinsdale,6
"Warwick, RI",US,RI,Warwick,6
"Brighton, MA",US,MA,Brighton,6
"GardenCity, NY",US,NY,GardenCity,6
"Pinehurst, NC",US,NC,Pinehurst,6
"Pikesville, MD",US,MD,Pikesville,6
"Ridgewood, NJ",US,NJ,Ridgewood,6
"Hampton, VA",US,VA,Hampton,6
"Montebello, CA",US,CA,Montebello,6
"Lubbock, TX",US,TX,Lubbock,6
"Middletown, NY",US,NY,Middletown,6
"Camas, WA",US,WA,Camas,6
"Fairburn, GA",US,GA,Fairburn,6
"Denton, TX",US,TX,Denton,6
"Jackson, MS",US,MS,Jackson,6
"IdahoFalls, ID",US,ID,IdahoFalls,6
"McAllen, TX",US,TX,McAllen,6
"OakLawn, IL",US,IL,OakLawn,6
"LuthervilleTimonium, MD",US,MD,LuthervilleTimonium,5
"RanchoSantaMargarita, CA",US,CA,RanchoSantaMargarita,5
"Wilsonville, OR",US,OR,Wilsonville,5
"Mechanicsburg, PA",US,PA,Mechanicsburg,5
"YorktownHeights, NY",US,NY,YorktownHeights,5
"SaratogaSprings, NY",US,NY,SaratogaSprings,5
"LagunaNiguel, CA",US,CA,LagunaNiguel,5
"CommerceCity, CO",US,CO,CommerceCity,5
"DownersGrove, IL",US,IL,DownersGrove,5
"MyrtleBeach, SC",US,SC,MyrtleBeach,5
"NewBraunfels, TX",US,TX,NewBraunfels,5
"Bolingbrook, IL",US,IL,Bolingbrook,5
"Bloomington, IL",US,IL,Bloomington,5
"Mooresville, NC",US,NC,Mooresville,5
"CapeElizabeth, ME",US,ME,CapeElizabeth,5
"Reynoldsburg, OH",US,OH,Reynoldsburg,5
"SouthBurlington, VT",US,VT,SouthBurlington,5
"Sicklerville, NJ",US,NJ,Sicklerville,5
"SaratogaSprings, UT",US,UT,SaratogaSprings,5
"Mechanicsville, VA",US,VA,Mechanicsville,5
"SpokaneValley, WA",US,WA,SpokaneValley,5
"MadisonHeights, MI",US,MI,MadisonHeights,5
"Goodlettsville, TN",US,TN,Goodlettsville,5
"GrandJunction, CO",US,CO,GrandJunction,5
"WestChester, OH",US,OH,WestChester,5
"EastHampton, NY",US,NY,EastHampton,5
"Noblesville, IN",US,IN,Noblesville,5
"AppleValley, MN",US,MN,AppleValley,5
"Hendersonville, NC",US,NC,Hendersonville,5
"Stroudsburg, PA",US,PA,Stroudsburg,5
"LakeCharles, LA",US,LA,LakeCharles,5
"PrairieVillage, KS",US,KS,PrairieVillage,5
"CrotononHudson, NY",US,NY,CrotononHudson,5
"LibertyHill, TX",US,TX,LibertyHill,5
"CortlandtManor, NY",US,NY,CortlandtManor,5
"SouthJordan, UT",US,UT,SouthJordan,5
"NorthLittleRock, AR",US,AR,NorthLittleRock,5
"PonteVedraBeach, FL",US,FL,PonteVedraBeach,5
"WestSacramento, CA",US,CA,WestSacramento,5
"WestlakeVillage, CA",US,CA,WestlakeVillage,5
"Charlestown, MA",US,MA,Charlestown,5
"JacksonHeights, NY",US,NY,JacksonHeights,5
"SouthOrange, NJ",US,NJ,SouthOrange,5
"TraverseCity, MI",US,MI,TraverseCity,5
"NorthBethesda, MD",US,MD,NorthBethesda,5
"Casselberry, FL",US,FL,Casselberry,5
"MontgomeryVillage, MD",US,MD,MontgomeryVillage,5
"BattleGround, WA",US,WA,BattleGround,5
"McCordsville, IN",US,IN,McCordsville,5
"OldSaybrook, CT",US,CT,OldSaybrook,5
"TheVillages, FL",US,FL,TheVillages,5
"OrchardPark, NY",US,NY,OrchardPark,5
"MountProspect, IL",US,IL,MountProspect,5
"Spartanburg, SC",US,SC,Spartanburg,5
"WinterHaven, FL",US,FL,WinterHaven,5
"SaintCharles, IL",US,IL,SaintCharles,5
"PalosHeights, IL",US,IL,PalosHeights,5
"MountlakeTerrace, WA",US,WA,MountlakeTerrace,5
"ClevelandHeights, OH",US,OH,ClevelandHeights,5
"EastGreenwich, RI",US,RI,EastGreenwich,5
"Colleyville, TX",US,TX,Colleyville,5
"SolanaBeach, CA",US,CA,SolanaBeach,5
"CastlePines, CO",US,CO,CastlePines,5
"Shelton, CT",US,CT,Shelton,5
"Kensington, MD",US,MD,Kensington,5
"Culpeper, VA",US,VA,Culpeper,5
"Anna, TX",US,TX,Anna,5
"Perrysburg, OH",US,OH,Perrysburg,5
"Parkville, MD",US,MD,Parkville,5
"BuenaPark, CA",US,CA,BuenaPark,5
"Trumbull, CT",US,CT,Trumbull,5
"Macungie, PA",US,PA,Macungie,5
"Evansville, IN",US,IN,Evansville,5
"Dublin, D",IE,D,Dublin,5
"Waxhaw, NC",US,NC,Waxhaw,5
"Longmeadow, MA",US,MA,Longmeadow,5
"Zionsville, IN",US,IN,Zionsville,5
"Barrington, RI",US,RI,Barrington,5
"Plainfield, IL",US,IL,Plainfield,5
"Margate, FL",US,FL,Margate,5
"Whitestone, NY",US,NY,Whitestone,5
"PortOrange, FL",US,FL,PortOrange,5
"Bridgeport, CT",US,CT,Bridgeport,5
"Greenville, NC",US,NC,Greenville,5
"Stratford, CT",US,CT,Stratford,5
"FairLawn, NJ",US,NJ,FairLawn,5
"PlainCity, OH",US,OH,PlainCity,5
"Sewickley, PA",US,PA,Sewickley,5
"LakeForest, IL",US,IL,LakeForest,5
"Hicksville, NY",US,NY,Hicksville,5
"Barrington, IL",US,IL,Barrington,5
"Sammamish, WA",US,WA,Sammamish,5
"Maitland, FL",US,FL,Maitland,5
"Ames, IA",US,IA,Ames,5
"GreenBay, WI",US,WI,GreenBay,5
"SunPrairie, WI",US,WI,SunPrairie,5
"Andover, MA",US,MA,Andover,5
"CanogaPark, CA",US,CA,CanogaPark,5
"HighPoint, NC",US,NC,HighPoint,5
"DanaPoint, CA",US,CA,DanaPoint,5
"Webster, NY",US,NY,Webster,5
"Plainview, NY",US,NY,Plainview,5
"Joliet, IL",US,IL,Joliet,5
"Malibu, CA",US,CA,Malibu,5
"Frankfort, IL",US,IL,Frankfort,5
"NorthHaven, CT",US,CT,NorthHaven,5
"Blacksburg, VA",US,VA,Blacksburg,5
"Parkland, FL",US,FL,Parkland,5
"Antioch, CA",US,CA,Antioch,5
"Monroe, NC",US,NC,Monroe,5
"Cornelius, NC",US,NC,Cornelius,5
"Seaside, CA",US,CA,Seaside,5
"Bethel, CT",US,CT,Bethel,5
"Waukesha, WI",US,WI,Waukesha,5
"ParkRidge, IL",US,IL,ParkRidge,5
"Somerville, NJ",US,NJ,Somerville,5
"Brighton, MI",US,MI,Brighton,5
"Milpitas, CA",US,CA,Milpitas,5
"Roxboro, NC",US,NC,Roxboro,5
"Dover, NH",US,NH,Dover,5
"RockyRiver, OH",US,OH,RockyRiver,5
"IowaCity, IA",US,IA,IowaCity,5
"Randolph, NJ",US,NJ,Randolph,5
"Brookfield, WI",US,WI,Brookfield,5
"Palmetto, FL",US,FL,Palmetto,5
"Plainsboro, NJ",US,NJ,Plainsboro,5
"Spanaway, WA",US,WA,Spanaway,5
"Aiken, SC",US,SC,Aiken,5
"Geneva, IL",US,IL,Geneva,5
"Berkley, MI",US,MI,Berkley,5
"Kingwood, TX",US,TX,Kingwood,5
"Winchester, MA",US,MA,Winchester,5
"Winchester, VA",US,VA,Winchester,5
"Aubrey, TX",US,TX,Aubrey,5
"WestHaven, CT",US,CT,WestHaven,5
"Roslindale, MA",US,MA,Roslindale,5
"Woburn, MA",US,MA,Woburn,5
"Murrieta, CA",US,CA,Murrieta,5
"Highland, CA",US,CA,Highland,5
"NewHaven, CT",US,CT,NewHaven,5
"Edinburg, TX",US,TX,Edinburg,5
"TwinFalls, ID",US,ID,TwinFalls,5
"Anderson, SC",US,SC,Anderson,5
"Ferndale, MI",US,MI,Ferndale,5
"Pittsboro, NC",US,NC,Pittsboro,5
"Deerfield, IL",US,IL,Deerfield,5
"Elmhurst, IL",US,IL,Elmhurst,5
"Harvey, LA",US,LA,Harvey,5
"Lilburn, GA",US,GA,Lilburn,5
"Elgin, IL",US,IL,Elgin,5
"Hackensack, NJ",US,NJ,Hackensack,5
"Brick, NJ",US,NJ,Brick,5
"Mobile, AL",US,AL,Mobile,5
"Medfield, MA",US,MA,Medfield,5
"SanGabriel, CA",US,CA,SanGabriel,5
"NorthMiami, FL",US,FL,NorthMiami,5
"MiamiLakes, FL",US,FL,MiamiLakes,5
"Weston, CT",US,CT,Weston,5
"LeagueCity, TX",US,TX,LeagueCity,5
"CrownPoint, IN",US,IN,CrownPoint,5
"LaPlata, MD",US,MD,LaPlata,5
"Lawndale, CA",US,CA,Lawndale,5
"Gastonia, NC",US,NC,Gastonia,5
"NewCastle, PA",US,PA,NewCastle,5
"Uniondale, NY",US,NY,Uniondale,5
"Morgantown, WV",US,WV,Morgantown,5
"Mesquite, TX",US,TX,Mesquite,5
"Kent, WA",US,WA,Kent,5
"LasCruces, NM",US,NM,LasCruces,5
"Lithonia, GA",US,GA,Lithonia,5
"Odessa, FL",US,FL,Odessa,5
"Porter, TX",US,TX,Porter,5
"Trenton, NJ",US,NJ,Trenton,5
"Arcadia, CA",US,CA,Arcadia,5
"Chino, CA",US,CA,Chino,5
"Coppell, TX",US,TX,Coppell,5
"Sonoma, CA",US,CA,Sonoma,5
"Davie, FL",US,FL,Davie,5
"LosAltos, CA",US,CA,LosAltos,5
"Delmar, NY",US,NY,Delmar,5
"Acton, MA",US,MA,Acton,5
"SouthGate, CA",US,CA,SouthGate,5
"Hempstead, NY",US,NY,Hempstead,5
"Northport, AL",US,AL,Northport,5
"Woodland, CA",US,CA,Woodland,5
"UnionCity, NJ",US,NJ,UnionCity,5
"MiamiBeach, FL",US,FL,MiamiBeach,5
"Marysville, OH",US,OH,Marysville,5
"Oceanside, NY",US,NY,Oceanside,5
"Easton, MD",US,MD,Easton,5
"Covington, LA",US,LA,Covington,5
"Freeport, NY",US,NY,Freeport,5
"Johnston, RI",US,RI,Johnston,5
"Bixby, OK",US,OK,Bixby,5
"OldBridge, NJ",US,NJ,OldBridge,5
"HopeMills, NC",US,NC,HopeMills,5
"Hampstead, NC",US,NC,Hampstead,5
"Addison, TX",US,TX,Addison,5
"Holland, MI",US,MI,Holland,5
"Conyers, GA",US,GA,Conyers,5
"Darien, IL",US,IL,Darien,5
"Midlothian, TX",US,TX,Midlothian,5
"GrandHaven, MI",US,MI,GrandHaven,5
"Wynnewood, PA",US,PA,Wynnewood,5
"Merrick, NY",US,NY,Merrick,5
"Newark, CA",US,CA,Newark,5
"Colonia, NJ",US,NJ,Colonia,5
"Melville, NY",US,NY,Melville,5
"Kennewick, WA",US,WA,Kennewick,5
"Brentwood, MO",US,MO,Brentwood,5
"Euless, TX",US,TX,Euless,5
"Verona, WI",US,WI,Verona,5
"Flemington, NJ",US,NJ,Flemington,5
"Coronado, CA",US,CA,Coronado,5
"Hingham, MA",US,MA,Hingham,5
"Maplewood, NJ",US,NJ,Maplewood,5
"SpringHill, TN",US,TN,SpringHill,5
"Gahanna, OH",US,OH,Gahanna,5
"GreatFalls, VA",US,VA,GreatFalls,5
"GreenAcres, FL",US,FL,GreenAcres,5
"WestBloomfieldTownship, MI",US,MI,WestBloomfieldTownship,4
"HalfMoonBay, CA",US,CA,HalfMoonBay,4
"FountainInn, SC",US,SC,FountainInn,4
"RivieraBeach, FL",US,FL,RivieraBeach,4
"UpperSaddleRiver, NJ",US,NJ,UpperSaddleRiver,4
"ArroyoGrande, CA",US,CA,ArroyoGrande,4
"StateCollege, PA",US,PA,StateCollege,4
"LagunaWoods, CA",US,CA,LagunaWoods,4
"UniversityCity, MO",US,MO,UniversityCity,4
"LagunaHills, CA",US,CA,LagunaHills,4
"SouthSanFrancisco, CA",US,CA,SouthSanFrancisco,4
"AtlanticBeach, FL",US,FL,AtlanticBeach,4
"CuyahogaFalls, OH",US,OH,CuyahogaFalls,4
"Friendswood, TX",US,TX,Friendswood,4
"OceanSprings, MS",US,MS,OceanSprings,4
"Millersville, MD",US,MD,Millersville,4
"Celebration, FL",US,FL,Celebration,4
"NorthProvidence, RI",US,RI,NorthProvidence,4
"Westminster, MD",US,MD,Westminster,4
"CliftonPark, NY",US,NY,CliftonPark,4
"Westchester, IL",US,IL,Westchester,4
"SouthWindsor, CT",US,CT,SouthWindsor,4
"PacificPalisades, CA",US,CA,PacificPalisades,4
"Gibsonville, NC",US,NC,Gibsonville,4
"BallstonLake, NY",US,NY,BallstonLake,4
"CranberryTownship, PA",US,PA,CranberryTownship,4
"CambriaHeights, NY",US,NY,CambriaHeights,4
"Lindenhurst, NY",US,NY,Lindenhurst,4
"Martinsburg, WV",US,WV,Martinsburg,4
"MiamiGardens, FL",US,FL,MiamiGardens,4
"GoldenValley, MN",US,MN,GoldenValley,4
"FortBelvoir, VA",US,VA,FortBelvoir,4
"Chesterfield, VA",US,VA,Chesterfield,4
"Watsonville, CA",US,CA,Watsonville,4
"WappingersFalls, NY",US,NY,WappingersFalls,4
"HollySprings, NC",US,NC,HollySprings,4
"Southampton, NY",US,NY,Southampton,4
"Watkinsville, GA",US,GA,Watkinsville,4
"LexingtonPark, MD",US,MD,LexingtonPark,4
"Bloomingdale, IL",US,IL,Bloomingdale,4
"MorrisPlains, NJ",US,NJ,MorrisPlains,4
"RiverForest, IL",US,IL,RiverForest,4
"ShingleSprings, CA",US,CA,ShingleSprings,4
"GrassValley, CA",US,CA,GrassValley,4
"Coatesville, PA",US,PA,Coatesville,4
"Hudsonville, MI",US,MI,Hudsonville,4
"Centerville, OH",US,OH,Centerville,4
"Woodinville, WA",US,WA,Woodinville,4
"Merrillville, IN",US,IN,Merrillville,4
"Collierville, TN",US,TN,Collierville,4
"EastBrunswick, NJ",US,NJ,EastBrunswick,4
"Victorville, CA",US,CA,Victorville,4
"WestBabylon, NY",US,NY,WestBabylon,4
"NorthAndover, MA",US,MA,NorthAndover,4
"Randallstown, MD",US,MD,Randallstown,4
"TrabucoCanyon, CA",US,CA,TrabucoCanyon,4
"PalmettoBay, FL",US,FL,PalmettoBay,4
"HoffmanEstates, IL",US,IL,HoffmanEstates,4
"HuntingtonStation, NY",US,NY,HuntingtonStation,4
"IndianTrail, NC",US,NC,IndianTrail,4
"InclineVillage, NV",US,NV,InclineVillage,4
"EastAmherst, NY",US,NY,EastAmherst,4
"CollegeStation, TX",US,TX,CollegeStation,4
"OrmondBeach, FL",US,FL,OrmondBeach,4
"SanTanValley, AZ",US,AZ,SanTanValley,4
"Thomasville, GA",US,GA,Thomasville,4
"Jenkintown, PA",US,PA,Jenkintown,4
"Brunswick, GA",US,GA,Brunswick,4
"Deltona, FL",US,FL,Deltona,4
"Portsmouth, VA",US,VA,Portsmouth,4
"Hamburg, NY",US,NY,Hamburg,4
"CarsonCity, NV",US,NV,CarsonCity,4
"Fallbrook, CA",US,CA,Fallbrook,4
"Mebane, NC",US,NC,Mebane,4
"PlantCity, FL",US,FL,PlantCity,4
"Seneca, SC",US,SC,Seneca,4
"CutlerBay, FL",US,FL,CutlerBay,4
"Avon, IN",US,IN,Avon,4
"JohnsCreek, GA",US,GA,JohnsCreek,4
"Branford, CT",US,CT,Branford,4
"RedBank, NJ",US,NJ,RedBank,4
"Larkspur, CA",US,CA,Larkspur,4
"Claymont, DE",US,DE,Claymont,4
"PriorLake, MN",US,MN,PriorLake,4
"Hockessin, DE",US,DE,Hockessin,4
"Marblehead, MA",US,MA,Marblehead,4
"Pittsford, NY",US,NY,Pittsford,4
"Lexington, SC",US,SC,Lexington,4
"Chico, CA",US,CA,Chico,4
"GlenCove, NY",US,NY,GlenCove,4
"Milford, MA",US,MA,Milford,4
"Taunton, MA",US,MA,Taunton,4
"Eagan, MN",US,MN,Eagan,4
"Tracy, CA",US,CA,Tracy,4
"Avon, CT",US,CT,Avon,4
"Palmdale, CA",US,CA,Palmdale,4
"Yardley, PA",US,PA,Yardley,4
"Helotes, TX",US,TX,Helotes,4
"Revere, MA",US,MA,Revere,4
"Neenah, WI",US,WI,Neenah,4
"Cypress, CA",US,CA,Cypress,4
"Amherst, NY",US,NY,Amherst,4
"Chaska, MN",US,MN,Chaska,4
"Ooltewah, TN",US,TN,Ooltewah,4
"Bettendorf, IA",US,IA,Bettendorf,4
"Bristol, CT",US,CT,Bristol,4
"Jackson, TN",US,TN,Jackson,4
"Huntsville, TX",US,TX,Huntsville,4
"Clarkston, MI",US,MI,Clarkston,4
"Sumter, SC",US,SC,Sumter,4
"OakCreek, WI",US,WI,OakCreek,4
"Madison, CT",US,CT,Madison,4
"SaintJohn, IN",US,IN,SaintJohn,4
"Medley, FL",US,FL,Medley,4
"WestLinn, OR",US,OR,WestLinn,4
"OFallon, IL",US,IL,OFallon,4
"Abingdon, MD",US,MD,Abingdon,4
"Hammond, IN",US,IN,Hammond,4
"Suisun, CA",US,CA,Suisun,4
"Fitchburg, WI",US,WI,Fitchburg,4
"Stonecrest, GA",US,GA,Stonecrest,4
"Conifer, CO",US,CO,Conifer,4
"Lafayette, CA",US,CA,Lafayette,4
"Glenmont, NY",US,NY,Glenmont,4
"Lemont, IL",US,IL,Lemont,4
"Warren, MI",US,MI,Warren,4
"Bristow, VA",US,VA,Bristow,4
"Turlock, CA",US,CA,Turlock,4
"Burlington, CT",US,CT,Burlington,4
"Duarte, CA",US,CA,Duarte,4
"Snohomish, WA",US,WA,Snohomish,4
"Bellingham, WA",US,WA,Bellingham,4
"Lyndhurst, NJ",US,NJ,Lyndhurst,4
"Yakima, WA",US,WA,Yakima,4
"Melrose, MA",US,MA,Melrose,4
"Medina, OH",US,OH,Medina,4
"Newtown, CT",US,CT,Newtown,4
"Stanford, CA",US,CA,Stanford,4
"Attleboro, MA",US,MA,Attleboro,4
"Mashpee, MA",US,MA,Mashpee,4
"Rosemount, MN",US,MN,Rosemount,4
"Algonquin, IL",US,IL,Algonquin,4
"Wylie, TX",US,TX,Wylie,4
"Hanahan, SC",US,SC,Hanahan,4
"WaterMill, NY",US,NY,WaterMill,4
"GlenBurnie, MD",US,MD,GlenBurnie,4
"Winchester, CA",US,CA,Winchester,4
"Superior, CO",US,CO,Superior,4
"Albany, CA",US,CA,Albany,4
"Clearwater, FL",US,FL,Clearwater,4
"Salisbury, NC",US,NC,Salisbury,4
"Weymouth, MA",US,MA,Weymouth,4
"Lauderhill, FL",US,FL,Lauderhill,4
"Mason, OH",US,OH,Mason,4
"Burnaby, BC",CA,BC,Burnaby,4
"Somerset, NJ",US,NJ,Somerset,4
"Homestead, FL",US,FL,Homestead,4
"Yorktown, VA",US,VA,Yorktown,4
"Celina, TX",US,TX,Celina,4
"Flagstaff, AZ",US,AZ,Flagstaff,4
"DalyCity, CA",US,CA,DalyCity,4
"Kearny, NJ",US,NJ,Kearny,4
"Mishawaka, IN",US,IN,Mishawaka,4
"Urbana, IL",US,IL,Urbana,4
"Piedmont, CA",US,CA,Piedmont,4
"Columbus, IN",US,IN,Columbus,4
"Mansfield, OH",US,OH,Mansfield,4
"LaQuinta, CA",US,CA,LaQuinta,4
"Haymarket, VA",US,VA,Haymarket,4
"LomaLinda, CA",US,CA,LomaLinda,4
"Granger, IN",US,IN,Granger,4
