Address,"Country ",State,City,New customer records,Latitude,Longitude
"NorthCaldwell, NJ",US,NJ,North Caldwell,3,40.8648215,-74.2582027
"WarnerRobins, GA",US,GA,Warner Robins,3,32.6200973,-83.6065680
"Newburyport, MA",US,MA,Newburyport,3,42.7970196,-70.8776453
"PacificGrove, CA",US,CA,Pacific Grove,3,36.6211149,-121.9177940
"BroadviewHeights, OH",US,OH,Broadview Heights,3,41.3139426,-81.6851271
"EastProvidence, RI",US,RI,East Providence,3,41.8194081,-71.3762570
"ValleyCenter, CA",US,CA,Valley Center,3,33.2272406,-117.0291893
"FernandinaBeach, FL",US,FL,Fernandina Beach,3,30.6696818,-81.4625919
"ElmwoodPark, IL",US,IL,Elmwood Park,3,41.9205931,-87.8160169
"Prairieville, LA",US,LA,Prairieville,3,30.2930221,-90.9756116
"ForestGrove, OR",US,OR,Forest Grove,3,45.5190404,-123.1110551
"MontereyPark, CA",US,CA,Monterey Park,3,34.0515220,-118.1298070
"BaldwinPark, CA",US,CA,Baldwin Park,3,34.0854739,-117.9611761
"Hackettstown, NJ",US,NJ,Hackettstown,3,40.8519433,-74.8347052
"Lovettsville, VA",US,VA,Lovettsville,3,39.2703671,-77.6329782
"TempleHills, MD",US,MD,Temple Hills,3,38.8105035,-76.9500060
"NewHydePark, NY",US,NY,New Hyde Park,3,40.7352157,-73.6883239
"RohnertPark, CA",US,CA,Rohnert Park,3,38.3396367,-122.7010980
"KennettSquare, PA",US,PA,Kennett Square,3,39.8467414,-75.7116997
"AtlanticCity, NJ",US,NJ,Atlantic City,3,39.3642852,-74.4229351
"Centreville, VA",US,VA,Centreville,3,38.837613,-77.4347283
"Chesterfield, MI",US,MI,Chesterfield,3,42.6511565,-82.8246035
"WestColumbia, SC",US,SC,West Columbia,3,33.9918690,-81.0640341
"NormandyPark, WA",US,WA,Normandy Park,3,47.4351528,-122.3396010
"PeachtreeCorners, GA",US,GA,Peachtree Corners,3,33.9701009,-84.2215869
"CenterValley, PA",US,PA,Center Valley,3,40.5292660,-75.3932360
"DenhamSprings, LA",US,LA,Denham Springs,3,30.4868564,-90.9562125
"SantaFeSprings, CA",US,CA,Santa Fe Springs,3,33.9480787,-118.0691499
"UpperArlington, OH",US,OH,Upper Arlington,3,40.0066484,-83.0525156
"CameronPark, CA",US,CA,Cameron Park,3,38.6820019,-120.9851442
"HermosaBeach, CA",US,CA,Hermosa Beach,3,33.8637822,-118.3992143
"FountainHills, AZ",US,AZ,Fountain Hills,3,33.6117105,-111.7173610
"WesternSprings, IL",US,IL,Western Springs,3,41.8096132,-87.9006710
"Loudonville, NY",US,NY,Loudonville,3,42.7023008,-73.7467049
"RoanokeRapids, NC",US,NC,Roanoke Rapids,3,36.4673203,-77.6519308
"HanoverPark, IL",US,IL,Hanover Park,3,41.9994722,-88.1450735
"SiloamSprings, AR",US,AR,Siloam Springs,3,36.1866289,-94.5413695
"HavredeGrace, MD",US,MD,Havrede Grace,3,,
"AllisonPark, PA",US,PA,Allison Park,3,40.5584013,-79.9581094
"SaintJoseph, MO",US,MO,Saint Joseph,3,39.7686055,-94.8466322
"FarmersBranch, TX",US,TX,Farmers Branch,3,32.9265668,-96.8960916
"LaGrangePark, IL",US,IL,La Grange Park,3,41.8333646,-87.8677324
"NorthAttleboro, MA",US,MA,North Attleboro,3,41.9841334,-71.3322798
"HaddonHeights, NJ",US,NJ,Haddon Heights,3,39.8773356,-75.0646165
"MiamiShores, FL",US,FL,Miami Shores,3,25.8631515,-80.1928253
"Brownsville, TX",US,TX,Brownsville,3,25.9665312,-97.5163063
"CoronadelMar, CA",US,CA,Coronadel Mar,3,,
"BeverlyHills, MI",US,MI,Beverly Hills,3,42.5226219,-83.2413570
"NorthBayVillage, FL",US,FL,North Bay Village,3,25.8462075,-80.1539351
"BerkeleyHeights, NJ",US,NJ,Berkeley Heights,3,40.6834349,-74.4426530
"HighlandPark, NJ",US,NJ,Highland Park,3,40.4997407,-74.4262011
"SpringfieldGardens, NY",US,NY,Springfield Gardens,3,40.6781590,-73.7465210
"Worthington, OH",US,OH,Worthington,3,40.083562,-83.0012145
"ParadiseValley, AZ",US,AZ,Paradise Valley,3,33.5428006,-111.9556001
"RichmondHill, GA",US,GA,Richmond Hill,3,31.9382381,-81.3035515
"FoothillRanch, CA",US,CA,Foothill Ranch,3,33.6837644,-117.6622490
"Springfield, PA",US,PA,Springfield,3,39.9151838,-75.3517683
"PortWentworth, GA",US,GA,Port Wentworth,3,32.1490920,-81.1631681
"MapleValley, WA",US,WA,Maple Valley,3,47.3664231,-122.0437127
"WestSpringfield, MA",US,MA,West Springfield,3,42.1052370,-72.6213712
"HuntingtonPark, CA",US,CA,Huntington Park,3,33.9805731,-118.2252073
"Lehi, UT",US,UT,Lehi,3,40.4256109,-111.896872
"Saratoga, CA",US,CA,Saratoga,3,37.2656448,-122.0293641
"Frederick, CO",US,CO,Frederick,3,40.1237529,-104.9447234
"GlenRidge, NJ",US,NJ,Glen Ridge,3,40.8059284,-74.2067412
"AvonLake, OH",US,OH,Avon Lake,3,41.5100330,-82.0185895
"Essex, CT",US,CT,Essex,3,41.3566721,-72.3942286
"Downey, CA",US,CA,Downey,3,33.9343299,-118.1183133
"SunCity, AZ",US,AZ,Sun City,3,33.618977,-112.2740195
"Canonsburg, PA",US,PA,Canonsburg,3,40.2461735,-80.190737
"Reseda, CA",US,CA,Reseda,3,34.2052623,-118.5391794
"Burlington, KY",US,KY,Burlington,3,39.0217635,-84.7203401
"Cranford, NJ",US,NJ,Cranford,3,40.6555438,-74.3028748
"BuddLake, NJ",US,NJ,Budd Lake,3,40.8739480,-74.7382347
"Milton, FL",US,FL,Milton,3,30.6164661,-87.0380508
"Mystic, CT",US,CT,Mystic,3,41.3507466,-71.9632315
"Pasco, WA",US,WA,Pasco,3,46.2369251,-119.087496
"Evans, GA",US,GA,Evans,3,33.5245953,-82.1474701
"Birmingham, MI",US,MI,Birmingham,3,42.5450312,-83.216596
"Compton, CA",US,CA,Compton,3,33.8979265,-118.2243044
"Marshall, MN",US,MN,Marshall,3,44.4465706,-95.7922737
"Exeter, RI",US,RI,Exeter,3,41.5692675,-71.5378387
"Southfield, MI",US,MI,Southfield,3,42.4770566,-83.2450757
"Bellaire, TX",US,TX,Bellaire,3,29.703,-95.46808
"Cookeville, TN",US,TN,Cookeville,3,36.1924445,-85.4864495
"Oakville, ON",CA,ON,Oakville,3,43.455214,-79.6820931
"Westerly, RI",US,RI,Westerly,3,41.3733075,-71.7979247
"Hastings, MN",US,MN,Hastings,3,44.7482555,-92.8481453
"Windsor, CT",US,CT,Windsor,3,41.8521426,-72.6422989
"LaVerne, CA",US,CA,La Verne,3,34.1008426,-117.7678355
"Sheboygan, WI",US,WI,Sheboygan,3,43.7508284,-87.71453
"Kihei, HI",US,HI,Kihei,3,20.763395,-156.4463997
"Ladson, SC",US,SC,Ladson,3,32.9854819,-80.1106376
"Salinas, CA",US,CA,Salinas,3,36.6792573,-121.6567636
"Burlington, VT",US,VT,Burlington,3,44.4757073,-73.2199458
"Falmouth, ME",US,ME,Falmouth,3,43.713665,-70.2313179
"Nipomo, CA",US,CA,Nipomo,3,35.0358216,-120.4964189
"SanAngelo, TX",US,TX,San Angelo,3,31.4649685,-100.4405094
"Perkasie, PA",US,PA,Perkasie,3,40.3674681,-75.2949721
"Chanhassen, MN",US,MN,Chanhassen,3,44.8556393,-93.5562234
"Hermitage, TN",US,TN,Hermitage,3,36.1899844,-86.6058229
"Lombard, IL",US,IL,Lombard,3,41.8861167,-88.0198672
"Yucaipa, CA",US,CA,Yucaipa,3,34.0567674,-117.0463808
"Lowell, MA",US,MA,Lowell,3,42.6367697,-71.315168
"Millis, MA",US,MA,Millis,3,42.1625423,-71.3578373
"Placentia, CA",US,CA,Placentia,3,33.8728956,-117.8716315
"Beaver, PA",US,PA,Beaver,3,40.6953896,-80.3047887
"Riverside, RI",US,RI,Riverside,3,41.7655219,-71.3615383
"Niceville, FL",US,FL,Niceville,3,30.521377,-86.5052816
"Mahtomedi, MN",US,MN,Mahtomedi,3,45.0567962,-92.9491756
"Southbury, CT",US,CT,Southbury,3,41.4839848,-73.2131693
"Englewood, NJ",US,NJ,Englewood,3,40.904372,-73.9685129
"Aliquippa, PA",US,PA,Aliquippa,3,40.6367336,-80.2400607
"WestPoint, NY",US,NY,West Point,3,41.3926455,-73.9599242
"Jonesboro, AR",US,AR,Jonesboro,3,35.8344127,-90.6451231
"FortLee, NJ",US,NJ,Fort Lee,3,40.8505784,-73.968764
"Lebanon, OH",US,OH,Lebanon,3,39.4323245,-84.299704
"Danbury, CT",US,CT,Danbury,3,41.3961243,-73.4487882
"Grafton, MA",US,MA,Grafton,3,42.2471718,-71.6845004
"Lyman, SC",US,SC,Lyman,3,34.9486964,-82.1249181
"Warren, RI",US,RI,Warren,3,41.7302533,-71.2835992
"Suffolk, VA",US,VA,Suffolk,3,36.6823631,-76.6024197
"Truckee, CA",US,CA,Truckee,3,39.32749,-120.185597
"Rutherford, NJ",US,NJ,Rutherford,3,40.8283566,-74.1006254
"Kenmore, WA",US,WA,Kenmore,3,47.7579275,-122.2622974
"Rosenberg, TX",US,TX,Rosenberg,3,29.54698,-95.80588
"HomerGlen, IL",US,IL,Homer Glen,3,41.6000318,-87.9381112
"Maplewood, MN",US,MN,Maplewood,3,44.9494087,-92.9942599
"Manchester, MD",US,MD,Manchester,3,39.2844116,-76.5137236
"TrophyClub, TX",US,TX,Trophy Club,3,32.9979014,-97.1836246
"DadeCity, FL",US,FL,Dade City,3,28.3647248,-82.1959178
"Gretna, LA",US,LA,Gretna,3,29.9236631,-90.0593266
"SagHarbor, NY",US,NY,Sag Harbor,3,40.9978727,-72.2922292
"Madison, IN",US,IN,Madison,3,38.7597981,-85.463388
"FederalWay, WA",US,WA,Federal Way,3,47.3134940,-122.3393100
"Gloucester, MA",US,MA,Gloucester,3,42.6165446,-70.6671589
"SanMarino, CA",US,CA,San Marino,3,43.9352762,12.4297926
"Hopewell, NJ",US,NJ,Hopewell,3,40.3917599,-74.7627179
"Manchester, NH",US,NH,Manchester,3,42.9824419,-71.4647743
"Garfield, NJ",US,NJ,Garfield,3,40.8666965,-74.1055612
"Heath, TX",US,TX,Heath,3,32.8611789,-96.4621662
"Kuna, ID",US,ID,Kuna,3,43.4893808,-116.4213794
"Lockport, IL",US,IL,Lockport,3,41.5851904,-88.06031
"Berthoud, CO",US,CO,Berthoud,3,40.3300028,-105.0819864
"Higganum, CT",US,CT,Higganum,3,41.4855475,-72.5489
"Sutton, MA",US,MA,Sutton,3,42.109518,-71.7819968
"Reading, MA",US,MA,Reading,3,42.5216908,-71.1073204
"Buda, TX",US,TX,Buda,3,30.08257,-97.84242
"Tualatin, OR",US,OR,Tualatin,3,45.3836256,-122.7645247
"Monroe, NJ",US,NJ,Monroe,3,40.8073263,-74.4452127
"SanMarcos, TX",US,TX,San Marcos,3,29.8826436,-97.9405828
"Wrentham, MA",US,MA,Wrentham,3,42.0363612,-71.3514135
"Lafayette, CO",US,CO,Lafayette,3,39.9907608,-105.0902637
"Beltsville, MD",US,MD,Beltsville,3,39.0397735,-76.9271851
"Mundelein, IL",US,IL,Mundelein,3,42.2669177,-87.9978701
"Santee, CA",US,CA,Santee,3,32.8418655,-116.9806821
"Dunwoody, GA",US,GA,Dunwoody,3,33.9210622,-84.34433
"Kyle, TX",US,TX,Kyle,3,29.9892816,-97.877174
"Sherwood, OR",US,OR,Sherwood,3,45.3675143,-122.846006
"Lorena, TX",US,TX,Lorena,3,31.3731396,-97.21805
"Keene, NH",US,NH,Keene,3,42.9323424,-72.2789986
"RioVista, CA",US,CA,Rio Vista,3,38.1557502,-121.6913439
"Weehawken, NJ",US,NJ,Weehawken,3,40.7614148,-74.0225202
"Brockton, MA",US,MA,Brockton,3,42.0846125,-71.0165238
"Ridgefield, NJ",US,NJ,Ridgefield,3,40.8312114,-73.9993057
"OxonHill, MD",US,MD,Oxon Hill,3,38.7848249,-76.9694016
"Middleburg, VA",US,VA,Middleburg,3,38.9690877,-77.7356773
"Bristol, RI",US,RI,Bristol,3,41.6770463,-71.2661597
"Rexburg, ID",US,ID,Rexburg,3,43.8109096,-111.7790882
"Eureka, MT",US,MT,Eureka,3,48.8742889,-115.0518994
"SouthLyon, MI",US,MI,South Lyon,3,42.4513770,-83.6591790
"Lompoc, CA",US,CA,Lompoc,3,34.6791946,-120.5052462
"Warwick, NY",US,NY,Warwick,3,41.256483,-74.3598755
"Ogdensburg, NY",US,NY,Ogdensburg,3,44.6978184,-75.5033912
"Syosset, NY",US,NY,Syosset,3,40.814858,-73.5017966
"Leonard, MI",US,MI,Leonard,3,42.8622687,-83.1419506
"Hanover, PA",US,PA,Hanover,3,39.8215485,-76.9939007
"Portsmouth, NH",US,NH,Portsmouth,3,43.0573892,-70.7919012
"Benicia, CA",US,CA,Benicia,3,38.0502582,-122.1590229
"Vernon, CT",US,CT,Vernon,3,41.8370426,-72.4720294
"Bayside, NY",US,NY,Bayside,3,40.7631044,-73.7718991
"Miamisburg, OH",US,OH,Miamisburg,3,39.6265025,-84.2581762
"Elizabeth, CO",US,CO,Elizabeth,3,39.3647309,-104.5957133
"Smyrna, TN",US,TN,Smyrna,3,35.9824598,-86.5199492
"Brandon, FL",US,FL,Brandon,3,27.928464,-82.2880508
"Canton, OH",US,OH,Canton,3,40.8080169,-81.3730307
"Newington, CT",US,CT,Newington,3,41.7117668,-72.7364844
"Auburndale, FL",US,FL,Auburndale,3,28.0725502,-81.7843944
"Statesboro, GA",US,GA,Statesboro,3,32.4380721,-81.762407
"Fairhope, AL",US,AL,Fairhope,3,30.5215728,-87.9012085
"Northbrook, IL",US,IL,Northbrook,3,42.1268364,-87.8278925
"Lansdowne, PA",US,PA,Lansdowne,3,39.9372966,-75.2715394
"PearlRiver, NY",US,NY,Pearl River,3,41.0556645,-74.0076276
"Marina, CA",US,CA,Marina,3,37.7997929,-122.435204
"Macomb, MI",US,MI,Macomb,3,42.6726042,-82.9179487
"Troy, NY",US,NY,Troy,3,42.7269465,-73.6716938
"Villanova, PA",US,PA,Villanova,3,40.0387278,-75.3422808
"Oswego, IL",US,IL,Oswego,3,41.6834778,-88.3525714
"HobeSound, FL",US,FL,Hobe Sound,3,27.0804920,-80.1399180
"Mamaroneck, NY",US,NY,Mamaroneck,3,40.9539564,-73.7363419
"Longview, TX",US,TX,Longview,3,32.4941871,-94.7275758
"Galloway, OH",US,OH,Galloway,3,39.9093091,-83.1613443
"RedOak, TX",US,TX,Red Oak,3,32.5143898,-96.8066615
"Castaic, CA",US,CA,Castaic,3,34.4888822,-118.6228656
"Hatboro, PA",US,PA,Hatboro,3,40.1756474,-75.1028881
"Cary, IL",US,IL,Cary,3,42.2093767,-88.2419466
"Waconia, MN",US,MN,Waconia,3,44.869068,-93.7845941
"Winnipeg, MB",CA,MB,Winnipeg,3,49.8889694,-97.1342592
"LakeElmo, MN",US,MN,Lake Elmo,3,45.0021685,-92.8801862
"Oakley, CA",US,CA,Oakley,3,37.9937288,-121.712206
"Richland, WA",US,WA,Richland,3,46.3030947,-119.3043363
"WestJordan, UT",US,UT,West Jordan,3,40.6061337,-111.9395211
"KeyWest, FL",US,FL,Key West,3,24.5548262,-81.8020722
"PostFalls, ID",US,ID,Post Falls,3,47.7110106,-116.9480877
"Westmont, IL",US,IL,Westmont,3,41.7955938,-87.976861
"Mason, MI",US,MI,Mason,3,42.5684399,-84.4470491
"Clifton, VA",US,VA,Clifton,3,38.7810474,-77.3866781
"Seabrook, TX",US,TX,Seabrook,3,29.5672442,-95.0414133
"Helena, AL",US,AL,Helena,3,33.312132,-86.8288019
"WestFargo, ND",US,ND,West Fargo,3,46.8749670,-96.9003620
"Belleville, NJ",US,NJ,Belleville,3,40.7865733,-74.1478285
"Dumont, NJ",US,NJ,Dumont,3,40.9437758,-73.9972162
"Wildwood, MO",US,MO,Wildwood,3,38.5891171,-90.6484346
"Medway, MA",US,MA,Medway,3,42.1537314,-71.4375941
"Durango, CO",US,CO,Durango,3,37.2900022,-107.8506215
"Mequon, WI",US,WI,Mequon,3,43.2257595,-87.9772317
"Moorhead, MN",US,MN,Moorhead,3,46.8393684,-96.6634858
"Sausalito, CA",US,CA,Sausalito,3,33.535238,-117.1587319
"PalmCoast, FL",US,FL,Palm Coast,3,29.5541432,-81.2207673
"Queensbury, NY",US,NY,Queensbury,3,43.3772932,-73.6131714
"Chelan, WA",US,WA,Chelan,3,47.8409698,-120.0164591
"Randolph, MA",US,MA,Randolph,3,42.1616993,-71.0452982
"Arnold, MD",US,MD,Arnold,3,39.0422935,-76.504059
"Dyer, IN",US,IN,Dyer,3,41.515622,-87.5181798
"NewAlbany, OH",US,OH,New Albany,3,40.0811745,-82.8087864
"Hickory, NC",US,NC,Hickory,3,35.7432781,-81.3682279
"Rochester, MI",US,MI,Rochester,3,42.6898581,-83.1450625
"Warminster, PA",US,PA,Warminster,3,40.1950775,-75.0889315
"ElMonte, CA",US,CA,El Monte,3,34.0751571,-118.0368490
"RoyseCity, TX",US,TX,Royse City,3,32.9761045,-96.3313340
"Azusa, CA",US,CA,Azusa,3,34.135552,-117.907319
"NewBerlin, WI",US,WI,New Berlin,3,42.9762181,-88.1084968
"Boyds, MD",US,MD,Boyds,3,39.184242,-77.3142825
"Forney, TX",US,TX,Forney,3,32.748,-96.47171
"Cheshire, CT",US,CT,Cheshire,3,41.5015507,-72.9006092
"FairHaven, NJ",US,NJ,Fair Haven,3,40.3606653,-74.0381947
"CreveCoeur, MO",US,MO,Creve Coeur,3,38.6613007,-90.4423653
"Burleson, TX",US,TX,Burleson,3,32.5290112,-97.3456731
"Cumberland, RI",US,RI,Cumberland,3,41.9715215,-71.4571585
"DesMoines, WA",US,WA,Des Moines,3,47.3988290,-122.3099093
"Gilroy, CA",US,CA,Gilroy,3,37.0044863,-121.5667505
"Laredo, TX",US,TX,Laredo,3,27.5496779,-99.5115468
"Fishkill, NY",US,NY,Fishkill,3,41.5355745,-73.898702
"Harrison, NY",US,NY,Harrison,3,40.9695976,-73.711817
"Secaucus, NJ",US,NJ,Secaucus,3,40.7613294,-74.0757547
"LakeBluff, IL",US,IL,Lake Bluff,3,42.2789117,-87.8342362
"Urbandale, IA",US,IA,Urbandale,3,41.6264666,-93.7085654
"Maricopa, AZ",US,AZ,Maricopa,3,33.0561464,-112.0475262
"Monroe, WA",US,WA,Monroe,3,47.8808275,-121.9825364
"Monroe, LA",US,LA,Monroe,3,32.5318286,-92.0658112
"Nyack, NY",US,NY,Nyack,3,41.0893078,-73.9216854
"Wentzville, MO",US,MO,Wentzville,3,38.803896,-90.8906498
"Greenwood, MO",US,MO,Greenwood,3,38.8576494,-94.3505646
"Lexington, NC",US,NC,Lexington,3,35.8206876,-80.2516502
"Guelph, ON",CA,ON,Guelph,3,43.5495762,-80.2481959
"Redford, MI",US,MI,Redford,3,42.3833698,-83.2965971
"LaGrange, KY",US,KY,La Grange,3,38.4124695,-85.3842213
"Burien, WA",US,WA,Burien,3,47.4669588,-122.341067
"Livingston, NJ",US,NJ,Livingston,3,40.7839003,-74.3204251
"Harlingen, TX",US,TX,Harlingen,3,26.1894903,-97.6951611
"Hollister, CA",US,CA,Hollister,3,36.8585166,-121.4020659
"LaCrosse, WI",US,WI,La Crosse,3,43.904302,-91.1041063
"Abilene, TX",US,TX,Abilene,3,32.4699728,-99.7073595
"Sherborn, MA",US,MA,Sherborn,3,42.2163777,-71.3786743
"Littleton, MA",US,MA,Littleton,3,42.5226256,-71.5664892
"Tewksbury, MA",US,MA,Tewksbury,3,42.6069472,-71.2180803
"CapeCoral, FL",US,FL,Cape Coral,3,26.6091868,-81.9304135
"Ambler, PA",US,PA,Ambler,3,40.1528172,-75.224465
"Columbus, NJ",US,NJ,Columbus,3,40.072225,-74.7306701
"Timonium, MD",US,MD,Timonium,3,39.4475075,-76.5974223
"Brandon, MS",US,MS,Brandon,3,32.281168,-89.9945891
"Southaven, MS",US,MS,Southaven,3,34.954313,-89.9932564
"Inman, SC",US,SC,Inman,3,35.0423231,-82.0996746
"Flossmoor, IL",US,IL,Flossmoor,3,41.5430692,-87.6786042
"Chamblee, GA",US,GA,Chamblee,3,33.8874715,-84.3063596
"Dedham, MA",US,MA,Dedham,3,42.2323868,-71.1782402
"Harrison, NJ",US,NJ,Harrison,3,40.7393434,-74.1556748
"Bryan, TX",US,TX,Bryan,3,30.6786843,-96.3601085
"Venice, FL",US,FL,Venice,3,27.0452555,-82.4154876
"Conway, SC",US,SC,Conway,3,33.8510485,-79.0781072
"Kirtland, OH",US,OH,Kirtland,3,41.6252883,-81.3621488
"Hagerstown, MD",US,MD,Hagerstown,3,39.608087,-77.7337758
"Portsmouth, RI",US,RI,Portsmouth,3,41.6022858,-71.2709463
"Dorchester, MA",US,MA,Dorchester,3,42.285234,-71.0759266
"Adamsville, AL",US,AL,Adamsville,3,33.5981612,-86.9580504
"Piscataway, NJ",US,NJ,Piscataway,3,40.5466501,-74.4703965
"Brier, WA",US,WA,Brier,3,47.7799749,-122.272991
"Lakeside, CA",US,CA,Lakeside,3,32.8503194,-116.8960084
"Alpine, NJ",US,NJ,Alpine,3,40.9307814,-73.9267367
"Oxford, MS",US,MS,Oxford,3,34.3826893,-89.5320588
"Groton, CT",US,CT,Groton,3,41.3635276,-72.0812993
"CedarCity, UT",US,UT,Cedar City,3,37.6774238,-113.0618270
"Amesbury, MA",US,MA,Amesbury,3,42.8508471,-70.9438274
"Ravenna, OH",US,OH,Ravenna,3,41.169168,-81.2496323
"Granville, OH",US,OH,Granville,3,40.0681192,-82.5196037
"Bristol, TN",US,TN,Bristol,3,36.515656,-82.2570636
"Papillion, NE",US,NE,Papillion,3,41.1699989,-96.0397381
"Oakdale, MN",US,MN,Oakdale,3,45.0230424,-92.9790047
"Newberry, FL",US,FL,Newberry,3,29.6433698,-82.6148721
"Wheeling, IL",US,IL,Wheeling,3,42.1365959,-87.9272119
"Canton, MA",US,MA,Canton,3,42.1661253,-71.148504
"Laveen, AZ",US,AZ,Laveen,3,33.3738831,-112.1664488
"Rumford, RI",US,RI,Rumford,3,41.838271,-71.3510325
"Rockland, MA",US,MA,Rockland,3,42.1283806,-70.9172282
"Woodbury, NJ",US,NJ,Woodbury,3,39.8401095,-75.1535793
"DelMar, CA",US,CA,Del Mar,3,32.9813754,-117.2520661
"LakeVilla, IL",US,IL,Lake Villa,3,42.4169651,-88.0739708
"Northport, NY",US,NY,Northport,3,40.8847962,-73.346843
"Hollis, NH",US,NH,Hollis,3,42.7338508,-71.5949048
"PortHuron, MI",US,MI,Port Huron,3,42.9760854,-82.4333742
"Washington, MI",US,MI,Washington,3,38.5616435,-91.0125575
"Raymore, MO",US,MO,Raymore,3,38.8019742,-94.4537155
"Orem, UT",US,UT,Orem,3,40.2707545,-111.7193124
"Staunton, VA",US,VA,Staunton,3,38.1472439,-79.0728503
"Commerce, CA",US,CA,Commerce,3,33.9906856,-118.1439142
"Oakton, VA",US,VA,Oakton,3,38.896795,-77.2987377
"Shoreline, WA",US,WA,Shoreline,3,47.7489752,-122.3598849
"Middletown, NJ",US,NJ,Middletown,3,40.4020557,-74.0998072
"Pawtucket, RI",US,RI,Pawtucket,3,41.8787526,-71.3914922
"Holladay, UT",US,UT,Holladay,3,40.6813361,-111.827433
"Wakefield, MA",US,MA,Wakefield,3,42.5020934,-71.0756265
"Washington, UT",US,UT,Washington,3,37.1305373,-113.5082867
"Hazleton, PA",US,PA,Hazleton,3,40.9534183,-75.968258
"Yulee, FL",US,FL,Yulee,3,30.627848,-81.5902278
"Darnestown, MD",US,MD,Darnestown,3,39.0992745,-77.2841498
"Pelham, NH",US,NH,Pelham,3,42.7231742,-71.3297774
"OregonCity, OR",US,OR,Oregon City,3,45.3573429,-122.6067580
"Haslet, TX",US,TX,Haslet,3,32.9737074,-97.3512195
"Muskegon, MI",US,MI,Muskegon,3,43.2341813,-86.2483921
"SpringHill, FL",US,FL,Spring Hill,3,30.3353855,-84.3892704
"Crete, IL",US,IL,Crete,3,41.4410816,-87.6469841
"RyeBrook, NY",US,NY,Rye Brook,3,41.0192641,-73.6834621
"Champlain, NY",US,NY,Champlain,3,44.986656,-73.446693
"HydePark, MA",US,MA,Hyde Park,3,41.8021505,-87.5880132
"Sunnyside, NY",US,NY,Sunnyside,3,40.6144656,-74.0996083
"LakeMary, FL",US,FL,Lake Mary,3,28.7562749,-81.3220930
"York, SC",US,SC,York,3,34.9940654,-81.2421403
"Halfmoon, NY",US,NY,Halfmoon,3,42.8031332,-73.7540086
"Bastrop, TX",US,TX,Bastrop,3,30.1104947,-97.3152701
"LakeView, NY",US,NY,Lake View,3,42.7091552,-78.939877
"Belmont, NC",US,NC,Belmont,3,35.2613455,-81.036359
"Oldsmar, FL",US,FL,Oldsmar,3,28.0372735,-82.6801456
"Teaneck, NJ",US,NJ,Teaneck,3,40.8912921,-74.0082769
"Berryville, VA",US,VA,Berryville,3,39.1511348,-77.9814204
"NewBern, NC",US,NC,New Bern,3,35.1068428,-77.0398762
"Goshen, OH",US,OH,Goshen,3,39.2318998,-84.1601458
"Claremore, OK",US,OK,Claremore,3,36.3414586,-95.5649169
"Pepperell, MA",US,MA,Pepperell,3,42.6650351,-71.5785924
"Tiburon, CA",US,CA,Tiburon,3,37.8739006,-122.4561922
"Davenport, IA",US,IA,Davenport,3,41.5232164,-90.5751156
"Salem, NH",US,NH,Salem,3,42.7773784,-71.2423059
"RockyHill, CT",US,CT,Rocky Hill,3,41.6648216,-72.6392587
"Fredonia, NY",US,NY,Fredonia,3,42.4400476,-79.3314725
"Hudson, NH",US,NH,Hudson,3,42.7717553,-71.4078423
"Bronxville, NY",US,NY,Bronxville,3,40.9412657,-73.8349392
"Wendell, NC",US,NC,Wendell,3,35.7760038,-78.430054
"StJohns, FL",US,FL,St Johns,3,29.9032284,-81.4145468
"Orange, CT",US,CT,Orange,3,41.2767638,-73.0251054
"Fairborn, OH",US,OH,Fairborn,3,39.7860552,-84.0050677
"Victoria, TX",US,TX,Victoria,3,28.7997547,-97.0064246
"BellaVista, AR",US,AR,Bella Vista,3,-34.5664944,-58.7007145
"Dearborn, MI",US,MI,Dearborn,3,42.3070364,-83.23521
"NewBedford, MA",US,MA,New Bedford,3,41.6362152,-70.9342050
"UnionCity, CA",US,CA,Union City,3,37.5872576,-122.0215737
"Dracut, MA",US,MA,Dracut,3,42.6747208,-71.3385925
"NewWindsor, NY",US,NY,New Windsor,3,41.4767605,-74.0237519
"Gansevoort, NY",US,NY,Gansevoort,3,43.197178,-73.6774283
"Kirkwood, MO",US,MO,Kirkwood,3,38.5809514,-90.4067925
"Arrington, TN",US,TN,Arrington,3,35.8899318,-86.7265151
"RedLion, PA",US,PA,Red Lion,3,39.9009334,-76.6058001
"Hopkins, MN",US,MN,Hopkins,3,44.9213718,-93.3946195
"Lebanon, TN",US,TN,Lebanon,3,36.2120571,-86.297149
"Lodi, CA",US,CA,Lodi,3,38.1331813,-121.2717409
"Brainerd, MN",US,MN,Brainerd,3,46.4205032,-94.3120523
"Bartlett, TN",US,TN,Bartlett,3,35.2089914,-89.8738739
"Hamilton, NJ",US,NJ,Hamilton,3,40.1982885,-74.7214144
"Buckeye, AZ",US,AZ,Buckeye,3,33.4208318,-112.6859857
"Exeter, NH",US,NH,Exeter,3,42.9810009,-70.9587095
"Burlington, MA",US,MA,Burlington,3,42.4980618,-71.1981644
"Wantagh, NY",US,NY,Wantagh,3,40.663289,-73.513589
"Gresham, OR",US,OR,Gresham,3,45.5027523,-122.4269149
"Crystal, MN",US,MN,Crystal,3,45.0619444,-93.3524955
"Easley, SC",US,SC,Easley,3,34.8231167,-82.5571314
